2020-06-08 09:40:37.250 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - Starting NineOneYueDuApplication on 192.168.0.104 with PID 29606 (/Users/wangyuliang/ideaProjects/91yuedu-read/target/classes started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-08 17:46:01.393 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.nine.one.yuedu.read.ApplicationTests]: ApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-06-08 17:46:01.528 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.nine.one.yuedu.read.NineOneYueDuApplication for test class com.nine.one.yuedu.read.ApplicationTests
2020-06-08 17:46:01.642 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-06-08 17:46:01.660 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@266374ef, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@13b3d178, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@24c4ddae, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@37fb0bed, org.springframework.test.context.support.DirtiesContextTestExecutionListener@a82c5f1, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7b7fdc8, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@51c693d, org.springframework.test.context.event.EventPublishingTestExecutionListener@6a57ae10, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@766653e6, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4e07b95f, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@28b46423, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7fc4780b, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3b79fd76]
2020-06-08 17:46:01.983 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Starting ApplicationTests on 192.168.0.104 with PID 36192 (started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-08 17:46:01.984 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - The following profiles are active: test
2020-06-08 17:46:02.831 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-08 17:46:02.835 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-06-08 17:46:02.871 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18ms. Found 0 Redis repository interfaces.
2020-06-08 17:46:03.629 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2020-06-08 17:46:07.107 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-08 17:46:14.544 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2020-06-08 17:46:14.633 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 5d033266-4c5e-463a-a185-9d5b52608705

2020-06-08 17:46:14.778 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6164e137, org.springframework.security.web.context.SecurityContextPersistenceFilter@2ba9f986, org.springframework.security.web.header.HeaderWriterFilter@7e747037, org.springframework.security.web.authentication.logout.LogoutFilter@2de3b052, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@70f4f89e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@750cd36d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7ef8e623, org.springframework.security.web.session.SessionManagementFilter@5e37fb82, org.springframework.security.web.access.ExceptionTranslationFilter@2fca3eb5, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@27bb4dc5]
2020-06-08 17:46:15.154 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-08 17:46:15.986 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-06-08 17:46:16.008 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-08 17:46:16.042 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-06-08 17:46:16.221 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-08 17:46:16.289 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-08 17:46:16.294 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
2020-06-08 17:46:16.298 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getBookUsingGET_1
2020-06-08 17:46:16.299 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getChapterUsingGET_1
2020-06-08 17:46:16.316 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Started ApplicationTests in 14.614 seconds (JVM running for 15.608)
2020-06-08 17:46:16.599 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 书籍的名称是:夜半惊婚：鬼帝好撩人
2020-06-08 17:46:16.646 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第一章：命运
2020-06-08 17:46:19.104 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:19.104 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:19.107 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339587,"sort":296521,"title":"第一章：命运","content":""}]}
2020-06-08 17:46:19.107 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:22.081 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:22.082 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:22.082 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:22.082 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第二章：春梦
2020-06-08 17:46:22.178 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:22.178 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:22.179 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339588,"sort":296522,"title":"第二章：春梦","content":""}]}
2020-06-08 17:46:22.179 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:22.277 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:22.277 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:22.277 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:22.277 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第三章：假面的伪装者
2020-06-08 17:46:22.373 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:22.373 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:22.373 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339589,"sort":296523,"title":"第三章：假面的伪装者\r","content":""}]}
2020-06-08 17:46:22.373 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:22.462 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:22.462 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:22.462 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:22.462 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四章：谁会后悔？
2020-06-08 17:46:22.543 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:22.543 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:22.543 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339590,"sort":296524,"title":"第四章：谁会后悔？\r","content":""}]}
2020-06-08 17:46:22.543 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:22.628 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:22.628 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:22.628 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:22.628 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第五章张小兰
2020-06-08 17:46:22.721 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:22.722 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:22.722 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339591,"sort":296525,"title":"第五章张小兰","content":""}]}
2020-06-08 17:46:22.722 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:22.820 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:22.821 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:22.821 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:22.821 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第六章和张小兰的对话 
2020-06-08 17:46:22.893 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:22.893 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:22.893 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339592,"sort":296526,"title":"第六章和张小兰的对话 ","content":""}]}
2020-06-08 17:46:22.893 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:22.988 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:22.988 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:22.988 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:22.988 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第七章病态的张小兰
2020-06-08 17:46:23.077 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:23.078 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:23.078 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339593,"sort":296527,"title":"第七章病态的张小兰","content":""}]}
2020-06-08 17:46:23.078 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:23.176 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:23.176 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:23.176 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:23.176 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第八章再入魔窟 
2020-06-08 17:46:23.253 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:23.253 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:23.254 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339594,"sort":296528,"title":"第八章再入魔窟 ","content":""}]}
2020-06-08 17:46:23.254 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:23.343 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:23.343 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:23.343 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:23.343 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第九章火邢台
2020-06-08 17:46:23.415 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:23.416 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:23.416 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339595,"sort":296529,"title":"第九章火邢台","content":""}]}
2020-06-08 17:46:23.416 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:23.500 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:23.501 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:23.501 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:23.501 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第十章
2020-06-08 17:46:23.591 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:23.591 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:23.592 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339596,"sort":2965210,"title":"第十章","content":""}]}
2020-06-08 17:46:23.592 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:23.689 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:23.689 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:23.689 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:23.689 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第十一章沈白出现
2020-06-08 17:46:23.756 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:23.757 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:23.757 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339597,"sort":2965211,"title":"第十一章沈白出现","content":""}]}
2020-06-08 17:46:23.757 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:46:23.847 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:46:23.847 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:46:23.847 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:46:23.847 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第十二章萤火虫 
2020-06-08 17:46:23.920 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:46:23.921 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:46:23.921 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339598,"sort":2965212,"title":"第十二章萤火虫 ","content":""}]}
2020-06-08 17:46:23.921 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
